departamento_id,departamento_nombre,provincia_id,provincia_nombre,anio,semanas_epidemiologicas,evento_nombre,grupo_edad_id,grupo_edad_desc,cantidad_casos
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),4,2 a 4,1
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),5,5 a 9,2
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),7,15 a 19,2
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),9,25 a 34,2
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),10,35 a 44,1
98,SAN IGNACIO,54,Misiones,2020,30,Enfermedad tipo influenza (ETI),11,45 a 64,1
105,SAN RAFAEL,50,Mendoza,2020,45,Enfermedad tipo influenza (ETI),9,25 a 34,1
105,SAN RAFAEL,50,Mendoza,2020,45,Enfermedad tipo influenza (ETI),12,65 a 74,1
105,SAN RAFAEL,50,Mendoza,2020,45,Neumonía (sin especificar),13,>= a 75,1
28,MATACOS,34,Formosa,2020,10,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,1
70,INDEPENDENCIA,22,Chaco,2021,49,Enfermedad tipo influenza (ETI),5,5 a 9,1
70,INDEPENDENCIA,22,Chaco,2021,49,Neumonía en pacientes ambulatorios,9,25 a 34,1
28,CAPITAL,54,Misiones,2021,37,Enfermedad tipo influenza (ETI),1,< 6 m,1
28,CAPITAL,54,Misiones,2021,37,Enfermedad tipo influenza (ETI),2,6 a 11 m,6
28,CAPITAL,54,Misiones,2021,12,Enfermedad tipo influenza (ETI),7,15 a 19,1
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),6,10 a 14,2
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),7,15 a 19,1
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),8,20 a 24,1
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),9,25 a 34,2
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),10,35 a 44,1
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),11,45 a 64,4
28,CAPITAL,54,Misiones,2020,36,Enfermedad tipo influenza (ETI),12,65 a 74,2
91,SAN CARLOS,50,Mendoza,2020,39,Enfermedad tipo influenza (ETI),12,65 a 74,1
42,PALPALÁ ,38,Jujuy,2021,35,Enfermedad tipo influenza (ETI),4,2 a 4,1
42,PALPALÁ ,38,Jujuy,2021,35,Enfermedad tipo influenza (ETI),5,5 a 9,1
70,PILCANIYEU,62,Río Negro,2021,35,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
70,PILCANIYEU,62,Río Negro,2021,35,Enfermedad tipo influenza (ETI),8,20 a 24,1
70,PILCANIYEU,62,Río Negro,2021,35,Enfermedad tipo influenza (ETI),11,45 a 64,1
35,FUTALEUFÚ,26,Chubut,2021,36,Neumonía (sin especificar),12,65 a 74,2
7,CALAMUCHITA,14,Córdoba,2021,22,Enfermedad tipo influenza (ETI),7,15 a 19,7
7,CALAMUCHITA,14,Córdoba,2021,22,Enfermedad tipo influenza (ETI),8,20 a 24,10
7,CALAMUCHITA,14,Córdoba,2021,22,Enfermedad tipo influenza (ETI),9,25 a 34,38
7,CALAMUCHITA,14,Córdoba,2021,22,Enfermedad tipo influenza (ETI),10,35 a 44,29
7,CALAMUCHITA,14,Córdoba,2021,22,Enfermedad tipo influenza (ETI),11,45 a 64,29
7,CALAMUCHITA,14,Córdoba,2021,22,Enfermedad tipo influenza (ETI),12,65 a 74,3
105,SAN JAVIER,54,Misiones,2021,24,Enfermedad tipo influenza (ETI),11,45 a 64,1
35,GENERAL PEDERNERA,74,San Luis,2021,26,Neumonía en pacientes internados,13,>= a 75,2
77,RÍO CHICO,90,Tucumán,2021,12,Enfermedad tipo influenza (ETI),6,10 a 14,1
77,RÍO CHICO,90,Tucumán,2021,12,Enfermedad tipo influenza (ETI),8,20 a 24,1
77,RÍO CHICO,90,Tucumán,2021,12,Enfermedad tipo influenza (ETI),9,25 a 34,1
112,TRANCAS,90,Tucumán,2021,1,Enfermedad tipo influenza (ETI),11,45 a 64,2
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),2,6 a 11 m,8
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),4,2 a 4,8
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),5,5 a 9,4
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),6,10 a 14,2
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),7,15 a 19,6
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),8,20 a 24,13
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),9,25 a 34,8
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),10,35 a 44,14
252,ESCOBAR,6,Buenos Aires,2021,16,Enfermedad tipo influenza (ETI),11,45 a 64,4
252,ESCOBAR,6,Buenos Aires,2021,16,Neumonía (sin especificar),5,5 a 9,1
252,ESCOBAR,6,Buenos Aires,2021,16,Neumonía (sin especificar),7,15 a 19,3
252,ESCOBAR,6,Buenos Aires,2021,16,Neumonía (sin especificar),9,25 a 34,8
252,ESCOBAR,6,Buenos Aires,2021,16,Neumonía (sin especificar),10,35 a 44,8
252,ESCOBAR,6,Buenos Aires,2021,16,Neumonía (sin especificar),11,45 a 64,4
547,MONTE,6,Buenos Aires,2021,28,Enfermedad tipo influenza (ETI),7,15 a 19,1
547,MONTE,6,Buenos Aires,2021,28,Enfermedad tipo influenza (ETI),8,20 a 24,4
547,MONTE,6,Buenos Aires,2021,28,Enfermedad tipo influenza (ETI),9,25 a 34,3
547,MONTE,6,Buenos Aires,2021,28,Enfermedad tipo influenza (ETI),10,35 a 44,6
547,MONTE,6,Buenos Aires,2021,28,Enfermedad tipo influenza (ETI),11,45 a 64,5
547,MONTE,6,Buenos Aires,2021,28,Enfermedad tipo influenza (ETI),12,65 a 74,3
547,MONTE,6,Buenos Aires,2021,28,Neumonía en pacientes internados,9,25 a 34,1
547,MONTE,6,Buenos Aires,2021,28,Neumonía en pacientes internados,11,45 a 64,2
648,PRESIDENTE PERÓN,6,Buenos Aires,2021,25,Enfermedad tipo influenza (ETI),6,10 a 14,1
648,PRESIDENTE PERÓN,6,Buenos Aires,2021,25,Enfermedad tipo influenza (ETI),9,25 a 34,1
648,PRESIDENTE PERÓN,6,Buenos Aires,2021,25,Enfermedad tipo influenza (ETI),10,35 a 44,1
7,ARAUCO,46,La Rioja,2021,5,Enfermedad tipo influenza (ETI),4,2 a 4,1
7,ARAUCO,46,La Rioja,2021,5,Enfermedad tipo influenza (ETI),5,5 a 9,1
7,ARAUCO,46,La Rioja,2021,5,Enfermedad tipo influenza (ETI),6,10 a 14,1
7,ARAUCO,46,La Rioja,2021,5,Enfermedad tipo influenza (ETI),9,25 a 34,1
7,ARAUCO,46,La Rioja,2021,2,Enfermedad tipo influenza (ETI),9,25 a 34,1
70,LAS COLONIAS,82,Santa Fe,2021,1,Neumonía (sin especificar),5,5 a 9,1
70,LAS COLONIAS,82,Santa Fe,2021,1,Neumonía (sin especificar),11,45 a 64,8
70,LAS COLONIAS,82,Santa Fe,2021,1,Neumonía (sin especificar),12,65 a 74,5
70,LAS COLONIAS,82,Santa Fe,2021,1,Neumonía (sin especificar),13,>= a 75,3
840,TRES DE FEBRERO,6,Buenos Aires,2021,14,Enfermedad tipo influenza (ETI),4,2 a 4,3
515,MALVINAS ARGENTINAS,6,Buenos Aires,2021,7,Neumonía (sin especificar),3,12 a 23 m,1
515,MALVINAS ARGENTINAS,6,Buenos Aires,2021,7,Neumonía (sin especificar),4,2 a 4,1
515,MALVINAS ARGENTINAS,6,Buenos Aires,2021,7,Neumonía (sin especificar),7,15 a 19,2
515,MALVINAS ARGENTINAS,6,Buenos Aires,2021,7,Neumonía (sin especificar),10,35 a 44,2
515,MALVINAS ARGENTINAS,6,Buenos Aires,2021,7,Neumonía (sin especificar),11,45 a 64,1
515,MALVINAS ARGENTINAS,6,Buenos Aires,2021,7,Neumonía (sin especificar),12,65 a 74,2
15,CONCORDIA,30,Entre Ríos,2021,20,Enfermedad tipo influenza (ETI),5,5 a 9,3
15,CONCORDIA,30,Entre Ríos,2021,20,Enfermedad tipo influenza (ETI),7,15 a 19,1
15,CONCORDIA,30,Entre Ríos,2021,20,Enfermedad tipo influenza (ETI),9,25 a 34,1
15,CONCORDIA,30,Entre Ríos,2021,20,Enfermedad tipo influenza (ETI),11,45 a 64,2
15,CONCORDIA,30,Entre Ríos,2021,19,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
15,CONCORDIA,30,Entre Ríos,2021,19,Enfermedad tipo influenza (ETI),4,2 a 4,1
15,CONCORDIA,30,Entre Ríos,2021,19,Enfermedad tipo influenza (ETI),5,5 a 9,1
15,CONCORDIA,30,Entre Ríos,2021,19,Enfermedad tipo influenza (ETI),9,25 a 34,1
15,CONCORDIA,30,Entre Ríos,2021,19,Enfermedad tipo influenza (ETI),11,45 a 64,1
140,SAN LUIS DEL PALMAR,18,Corrientes,2021,24,Enfermedad tipo influenza (ETI),3,12 a 23 m,2
140,SAN LUIS DEL PALMAR,18,Corrientes,2021,24,Enfermedad tipo influenza (ETI),4,2 a 4,3
56,LA CAPITAL,74,San Luis,2021,4,Neumonía en pacientes internados,10,35 a 44,3
56,LA CAPITAL,74,San Luis,2021,4,Neumonía en pacientes internados,11,45 a 64,12
56,LA CAPITAL,74,San Luis,2021,4,Neumonía en pacientes internados,12,65 a 74,6
4,COMUNA 4,2,CABA,2021,10,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,2
84,ITUZAINGÓ,18,Corrientes,2021,15,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
14,FORMOSA,34,Formosa,2021,21,Enfermedad tipo influenza (ETI),7,15 a 19,1
98,RÍO CUARTO,14,Córdoba,2021,14,Neumonía (sin especificar),12,65 a 74,1
98,RÍO CUARTO,14,Córdoba,2021,14,Neumonía (sin especificar),17,Edad Sin Esp.,4
35,CONCEPCIÓN ,54,Misiones,2021,31,Neumonía en pacientes ambulatorios,9,25 a 34,1
42,GENERAL ROCA,62,Río Negro,2021,19,Enfermedad tipo influenza (ETI),9,25 a 34,1
42,GENERAL ROCA,62,Río Negro,2021,19,Enfermedad tipo influenza (ETI),11,45 a 64,1
42,GENERAL ROCA,62,Río Negro,2021,19,Neumonía (sin especificar),12,65 a 74,1
42,GENERAL ROCA,62,Río Negro,2021,19,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,1
42,CHILECITO ,46,La Rioja,2021,19,Enfermedad tipo influenza (ETI),9,25 a 34,1
112,VALLE VIEJO,10,Catamarca,2021,12,Enfermedad tipo influenza (ETI),9,25 a 34,1
112,VALLE VIEJO,10,Catamarca,2021,12,Enfermedad tipo influenza (ETI),10,35 a 44,1
112,VALLE VIEJO,10,Catamarca,2021,12,Neumonía (sin especificar),9,25 a 34,1
112,VALLE VIEJO,10,Catamarca,2021,12,Neumonía (sin especificar),11,45 a 64,1
252,ESCOBAR,6,Buenos Aires,2021,9,Enfermedad tipo influenza (ETI),4,2 a 4,1
252,ESCOBAR,6,Buenos Aires,2021,9,Enfermedad tipo influenza (ETI),8,20 a 24,1
252,ESCOBAR,6,Buenos Aires,2021,9,Enfermedad tipo influenza (ETI),11,45 a 64,1
21,GÜER AIKE,78,Santa Cruz,2020,39,Enfermedad tipo influenza (ETI),8,20 a 24,3
21,GÜER AIKE,78,Santa Cruz,2020,39,Enfermedad tipo influenza (ETI),11,45 a 64,1
270,EZEIZA,6,Buenos Aires,2021,38,Enfermedad tipo influenza (ETI),6,10 a 14,2
270,EZEIZA,6,Buenos Aires,2021,38,Enfermedad tipo influenza (ETI),7,15 a 19,1
270,EZEIZA,6,Buenos Aires,2021,38,Enfermedad tipo influenza (ETI),8,20 a 24,3
270,EZEIZA,6,Buenos Aires,2021,38,Enfermedad tipo influenza (ETI),9,25 a 34,2
270,EZEIZA,6,Buenos Aires,2021,38,Enfermedad tipo influenza (ETI),10,35 a 44,3
56,LANGUIÑEO,26,Chubut,2021,36,Enfermedad tipo influenza (ETI),9,25 a 34,2
56,LANGUIÑEO,26,Chubut,2021,36,Enfermedad tipo influenza (ETI),10,35 a 44,1
56,LANGUIÑEO,26,Chubut,2021,36,Enfermedad tipo influenza (ETI),11,45 a 64,2
28,FEDERACIÓN,30,Entre Ríos,2021,45,Enfermedad tipo influenza (ETI),6,10 a 14,1
28,FEDERACIÓN,30,Entre Ríos,2021,45,Enfermedad tipo influenza (ETI),7,15 a 19,1
28,FEDERACIÓN,30,Entre Ríos,2021,45,Enfermedad tipo influenza (ETI),8,20 a 24,1
28,FEDERACIÓN,30,Entre Ríos,2021,45,Enfermedad tipo influenza (ETI),9,25 a 34,2
28,FEDERACIÓN,30,Entre Ríos,2021,45,Neumonía en pacientes ambulatorios,10,35 a 44,1
77,RAWSON,26,Chubut,2021,45,Enfermedad tipo influenza (ETI),5,5 a 9,1
77,RAWSON,26,Chubut,2021,45,Neumonía (sin especificar),3,12 a 23 m,1
133,RIVADAVIA,66,Salta,2021,42,Enfermedad tipo influenza (ETI),10,35 a 44,1
36,12 DE OCTUBRE,22,Chaco,2021,31,Enfermedad tipo influenza (ETI),3,12 a 23 m,2
36,12 DE OCTUBRE,22,Chaco,2021,31,Enfermedad tipo influenza (ETI),4,2 a 4,4
36,12 DE OCTUBRE,22,Chaco,2021,31,Enfermedad tipo influenza (ETI),5,5 a 9,1
36,12 DE OCTUBRE,22,Chaco,2021,31,Enfermedad tipo influenza (ETI),6,10 a 14,2
36,12 DE OCTUBRE,22,Chaco,2021,31,Enfermedad tipo influenza (ETI),7,15 a 19,4
36,12 DE OCTUBRE,22,Chaco,2021,31,Enfermedad tipo influenza (ETI),9,25 a 34,1
42,GENERAL ROCA,62,Río Negro,2021,23,Enfermedad tipo influenza (ETI),9,25 a 34,13
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),6,10 a 14,1
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),7,15 a 19,2
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),8,20 a 24,3
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),9,25 a 34,5
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),10,35 a 44,2
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),11,45 a 64,3
756,SAN ISIDRO,6,Buenos Aires,2020,25,Enfermedad tipo influenza (ETI),17,Edad Sin Esp.,2
14,FORMOSA,34,Formosa,2021,15,Enfermedad tipo influenza (ETI),8,20 a 24,2
14,FORMOSA,34,Formosa,2021,15,Enfermedad tipo influenza (ETI),9,25 a 34,1
14,FORMOSA,34,Formosa,2021,15,Enfermedad tipo influenza (ETI),11,45 a 64,2
56,PIRANÉ,34,Formosa,2021,13,Enfermedad tipo influenza (ETI),7,15 a 19,2
56,PIRANÉ,34,Formosa,2021,13,Enfermedad tipo influenza (ETI),9,25 a 34,3
392,GENERAL VILLEGAS,6,Buenos Aires,2021,3,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
392,GENERAL VILLEGAS,6,Buenos Aires,2021,3,Enfermedad tipo influenza (ETI),5,5 a 9,1
14,CAPITAL,46,La Rioja,2021,14,Enfermedad tipo influenza (ETI),2,6 a 11 m,2
14,CAPITAL,46,La Rioja,2021,14,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
14,CAPITAL,46,La Rioja,2021,14,Enfermedad tipo influenza (ETI),4,2 a 4,2
14,CAPITAL,46,La Rioja,2021,14,Enfermedad tipo influenza (ETI),5,5 a 9,1
14,CAPITAL,46,La Rioja,2021,14,Enfermedad tipo influenza (ETI),6,10 a 14,2
14,CAPITAL,46,La Rioja,2021,14,Enfermedad tipo influenza (ETI),7,15 a 19,1
14,AVELLANEDA,62,Río Negro,2021,26,Enfermedad tipo influenza (ETI),13,>= a 75,1
14,AVELLANEDA,62,Río Negro,2021,26,Enfermedad tipo influenza (ETI),17,Edad Sin Esp.,22
760,SAN MIGUEL,6,Buenos Aires,2021,25,Neumonía (sin especificar),9,25 a 34,2
760,SAN MIGUEL,6,Buenos Aires,2021,25,Neumonía (sin especificar),10,35 a 44,3
760,SAN MIGUEL,6,Buenos Aires,2021,25,Neumonía (sin especificar),11,45 a 64,8
760,SAN MIGUEL,6,Buenos Aires,2021,25,Neumonía (sin especificar),12,65 a 74,8
7,ARAUCO,46,La Rioja,2021,23,Enfermedad tipo influenza (ETI),4,2 a 4,1
7,ARAUCO,46,La Rioja,2021,23,Enfermedad tipo influenza (ETI),6,10 a 14,2
7,ARAUCO,46,La Rioja,2021,23,Enfermedad tipo influenza (ETI),11,45 a 64,1
217,CHASCOMÚS,6,Buenos Aires,2021,25,Enfermedad tipo influenza (ETI),8,20 a 24,1
217,CHASCOMÚS,6,Buenos Aires,2021,25,Enfermedad tipo influenza (ETI),9,25 a 34,1
42,CHILECITO ,46,La Rioja,2021,21,Enfermedad tipo influenza (ETI),1,< 6 m,2
42,CHILECITO ,46,La Rioja,2021,21,Enfermedad tipo influenza (ETI),3,12 a 23 m,3
42,CHILECITO ,46,La Rioja,2021,21,Enfermedad tipo influenza (ETI),4,2 a 4,7
42,CHILECITO ,46,La Rioja,2021,21,Enfermedad tipo influenza (ETI),6,10 a 14,3
42,CHILECITO ,46,La Rioja,2021,21,Enfermedad tipo influenza (ETI),8,20 a 24,3
42,CHILECITO ,46,La Rioja,2021,21,Enfermedad tipo influenza (ETI),9,25 a 34,1
28,CAPITAL,54,Misiones,2021,14,Neumonía en pacientes internados,13,>= a 75,5
28,CAPITAL,54,Misiones,2021,14,Neumonía (sin especificar),7,15 a 19,20
28,CAPITAL,54,Misiones,2021,14,Neumonía (sin especificar),8,20 a 24,35
49,GENERAL BELGRANO,22,Chaco,2021,19,Enfermedad tipo influenza (ETI),11,45 a 64,3
49,GENERAL BELGRANO,22,Chaco,2021,19,Enfermedad tipo influenza (ETI),12,65 a 74,2
49,GENERAL BELGRANO,22,Chaco,2021,19,Enfermedad tipo influenza (ETI),13,>= a 75,1
49,GENERAL BELGRANO,22,Chaco,2021,19,Neumonía (sin especificar),8,20 a 24,1
49,GENERAL BELGRANO,22,Chaco,2021,19,Neumonía (sin especificar),11,45 a 64,1
49,GENERAL BELGRANO,22,Chaco,2021,19,Neumonía (sin especificar),12,65 a 74,1
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),3,12 a 23 m,4
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),4,2 a 4,1
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),5,5 a 9,1
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),6,10 a 14,1
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),8,20 a 24,1
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),10,35 a 44,1
70,POCITO,70,San Juan,2021,7,Enfermedad tipo influenza (ETI),11,45 a 64,1
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),1,< 6 m,1
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),5,5 a 9,2
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),6,10 a 14,1
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),7,15 a 19,1
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),8,20 a 24,1
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),9,25 a 34,6
14,ADOLFO GONZALES CHAVES,6,Buenos Aires,2020,24,Enfermedad tipo influenza (ETI),10,35 a 44,2
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),5,5 a 9,5
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),6,10 a 14,2
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),7,15 a 19,7
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),8,20 a 24,1
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),9,25 a 34,3
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),10,35 a 44,7
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),11,45 a 64,3
161,SAN ROQUE,18,Corrientes,2021,51,Enfermedad tipo influenza (ETI),12,65 a 74,1
161,SAN ROQUE,18,Corrientes,2021,51,Neumonía (sin especificar),10,35 a 44,1
161,SAN ROQUE,18,Corrientes,2021,51,Neumonía (sin especificar),12,65 a 74,1
371,GENERAL SAN MARTÍN,6,Buenos Aires,2021,7,Enfermedad tipo influenza (ETI),4,2 a 4,1
371,GENERAL SAN MARTÍN,6,Buenos Aires,2021,7,Enfermedad tipo influenza (ETI),10,35 a 44,1
371,GENERAL SAN MARTÍN,6,Buenos Aires,2021,7,Enfermedad tipo influenza (ETI),11,45 a 64,1
28,GUAYMALLÉN,50,Mendoza,2021,24,Enfermedad tipo influenza (ETI),5,5 a 9,1
434,LANÚS,6,Buenos Aires,2021,30,Enfermedad tipo influenza (ETI),9,25 a 34,1
434,LANÚS,6,Buenos Aires,2021,30,Enfermedad tipo influenza (ETI),11,45 a 64,2
434,LANÚS,6,Buenos Aires,2021,30,Enfermedad tipo influenza (ETI),12,65 a 74,1
98,RÍO CUARTO,14,Córdoba,2021,28,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
98,RÍO CUARTO,14,Córdoba,2021,28,Enfermedad tipo influenza (ETI),5,5 a 9,1
21,COMANDANTE FERNÁNDEZ,22,Chaco,2021,28,Enfermedad tipo influenza (ETI),10,35 a 44,1
28,CAPITAL,54,Misiones,2021,12,Enfermedad tipo influenza (ETI),9,25 a 34,1
28,CAPITAL,54,Misiones,2021,12,Enfermedad tipo influenza (ETI),10,35 a 44,2
28,CAPITAL,54,Misiones,2021,12,Bronquiolitis en menores de 2 años (sin especificar),2,6 a 11 m,1
28,CAPITAL,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),1,< 6 m,1
28,CAPITAL,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),2,6 a 11 m,1
28,CAPITAL,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
791,TANDIL,6,Buenos Aires,2021,24,Neumonía en pacientes internados,10,35 a 44,1
791,TANDIL,6,Buenos Aires,2021,24,Neumonía en pacientes internados,11,45 a 64,1
791,TANDIL,6,Buenos Aires,2021,24,Neumonía (sin especificar),10,35 a 44,1
791,TANDIL,6,Buenos Aires,2021,24,Neumonía (sin especificar),11,45 a 64,1
791,TANDIL,6,Buenos Aires,2021,24,Neumonía (sin especificar),12,65 a 74,1
49,AZUL,6,Buenos Aires,2021,17,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,1
49,PILCOMAYO,34,Formosa,2020,48,Enfermedad tipo influenza (ETI),3,12 a 23 m,1
49,PILCOMAYO,34,Formosa,2020,48,Enfermedad tipo influenza (ETI),4,2 a 4,1
49,PILCOMAYO,34,Formosa,2020,48,Enfermedad tipo influenza (ETI),6,10 a 14,1
49,PILCOMAYO,34,Formosa,2020,48,Neumonía (sin especificar),9,25 a 34,1
49,PILCOMAYO,34,Formosa,2020,48,Neumonía (sin especificar),12,65 a 74,1
28,MATACOS,34,Formosa,2020,42,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,1
28,MATACOS,34,Formosa,2020,42,Bronquiolitis en menores de 2 años (sin especificar),3,12 a 23 m,1
14,CRUZ ALTA,90,Tucumán,2020,30,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,2
119,VALLE FÉRTIL,70,San Juan,2020,48,Enfermedad tipo influenza (ETI),13,>= a 75,1
119,VALLE FÉRTIL,70,San Juan,2020,48,Bronquiolitis en menores de 2 años (sin especificar),1,< 6 m,1
8,COMUNA 8,2,CABA,2020,22,Neumonía (sin especificar),11,45 a 64,1
8,COMUNA 8,2,CABA,2020,22,Bronquiolitis en menores de 2 años (sin especificar),2,6 a 11 m,1
49,GENERAL BELGRANO,22,Chaco,2020,37,Enfermedad tipo influenza (ETI),6,10 a 14,1
49,GENERAL BELGRANO,22,Chaco,2020,37,Enfermedad tipo influenza (ETI),7,15 a 19,1
49,GENERAL BELGRANO,22,Chaco,2020,37,Enfermedad tipo influenza (ETI),8,20 a 24,1
49,GENERAL BELGRANO,22,Chaco,2020,37,Enfermedad tipo influenza (ETI),9,25 a 34,2
49,GENERAL BELGRANO,22,Chaco,2020,37,Enfermedad tipo influenza (ETI),10,35 a 44,2
49,GENERAL BELGRANO,22,Chaco,2020,37,Enfermedad tipo influenza (ETI),11,45 a 64,2
49,GENERAL BELGRANO,22,Chaco,2020,37,Neumonía en pacientes ambulatorios,2,6 a 11 m,1
49,GENERAL BELGRANO,22,Chaco,2020,37,Neumonía en pacientes ambulatorios,10,35 a 44,1
49,GENERAL BELGRANO,22,Chaco,2020,37,Neumonía en pacientes ambulatorios,11,45 a 64,2
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),2,6 a 11 m,2
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),3,12 a 23 m,3
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),4,2 a 4,12
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),5,5 a 9,4
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),6,10 a 14,7
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),7,15 a 19,2
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),8,20 a 24,1
98,RÍO CUARTO,14,Córdoba,2021,39,Enfermedad tipo influenza (ETI),9,25 a 34,4
56,LA CAPITAL,74,San Luis,2021,4,Neumonía en pacientes internados,13,>= a 75,7
49,RÍO CHICO,78,Santa Cruz,2021,20,Neumonía en pacientes ambulatorios,7,15 a 19,1
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),2,6 a 11 m,2
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),4,2 a 4,1
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),5,5 a 9,2
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),6,10 a 14,3
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),7,15 a 19,3
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),8,20 a 24,2
84,MONTECARLO,54,Misiones,2021,13,Enfermedad tipo influenza (ETI),9,25 a 34,2
